gene	avg_logFC	p_val_adj	tissue	cell_type	hgnc_symbol	entrezgene_description	chromosome_name	start_position	end_position
ENSG00000127483	1.078064477	1.22e-12	AC	In	HP1BP3	heterochromatin protein 1 binding protein 3	1	20742679	20787323
ENSG00000127483	0.97250809	1.02e-25	AC	OD	HP1BP3	heterochromatin protein 1 binding protein 3	1	20742679	20787323
ENSG00000127483	0.75222753	3.06e-07	AC	OPC	HP1BP3	heterochromatin protein 1 binding protein 3	1	20742679	20787323
ENSG00000127483	1.112138978	0.004700105	AC	MG	HP1BP3	heterochromatin protein 1 binding protein 3	1	20742679	20787323
ENSG00000127483	0.937873743	2.31e-38	CN	Neu	HP1BP3	heterochromatin protein 1 binding protein 3	1	20742679	20787323
ENSG00000127603	1.217148508	4.99e-69	CN	Neu	MACF1	microtubule actin crosslinking factor 1	1	39081316	39487177
ENSG00000127603	0.811994514	0.000272306	CN	OPC	MACF1	microtubule actin crosslinking factor 1	1	39081316	39487177
ENSG00000127663	-0.79121169	3.14e-27	AC	Ex	KDM4B	lysine demethylase 4B	19	4969113	5153598
ENSG00000127922	1.09170912	5.19e-23	CN	OD	SEM1	SEM1 26S proteasome complex subunit	7	96481626	96709891
ENSG00000127922	1.090553431	2.04e-261	CN	Ast	SEM1	SEM1 26S proteasome complex subunit	7	96481626	96709891
ENSG00000128016	-1.435425569	0.00017842	AC	MG	ZFP36	ZFP36 ring finger protein	19	39406847	39409412
ENSG00000128016	-1.421674761	0.000482929	CN	MG	ZFP36	ZFP36 ring finger protein	19	39406847	39409412
ENSG00000128482	-0.774522716	8.6e-29	AC	Ex	RNF112	ring finger protein 112	17	19411125	19417276
ENSG00000128585	1.101700954	2.62e-161	AC	Ex	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128585	1.775894893	2.3e-39	AC	OD	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128585	2.176043828	1.28e-11	AC	OPC	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128585	1.236000982	2.92e-27	CN	OD	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128585	1.220409707	3.47e-296	CN	Ast	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128585	1.857973976	3.41e-103	CN	In	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128585	1.747915248	6.74e-08	CN	OPC	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128585	1.383231621	1.46e-19	CB	In	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128585	1.459155271	1.8e-17	CB	Ast	MKLN1	muskelin 1	7	131110096	131496632
ENSG00000128609	0.728431576	2.39e-45	AC	Ex	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	7	123536997	123557904
ENSG00000128656	0.991364465	2.38e-166	CN	Ast	CHN1	chimerin 1	2	174799313	175005381
ENSG00000128699	0.832147977	3.94e-16	CN	OD	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	2	189770267	189784364
ENSG00000128928	-0.889985801	4.89e-28	AC	Ex	IVD	isovaleryl-CoA dehydrogenase	15	40405485	40435947
ENSG00000128989	-0.718088867	9.06e-64	CN	Ast	ARPP19	cAMP regulated phosphoprotein 19	15	52547045	52569883
ENSG00000129116	0.90537969	5.07e-12	AC	OD	PALLD	palladin, cytoskeletal associated protein	4	168497052	168928457
ENSG00000129353	-0.753555281	0.001040694	CN	In	SLC44A2	solute carrier family 44 member 2	19	10602457	10644557
ENSG00000129538	1.206026885	1.97e-105	CN	Neu	RNASE1	ribonuclease A family member 1, pancreatic	14	20801228	20802855
ENSG00000129538	0.754943749	0.02475649	CB	OD	RNASE1	ribonuclease A family member 1, pancreatic	14	20801228	20802855
ENSG00000129625	1.099996442	5.31e-22	CN	OD	REEP5	receptor accessory protein 5	5	112876385	112922289
ENSG00000129990	-0.933591486	2.31e-59	AC	Ex	SYT5	synaptotagmin 5	19	55171196	55180289
ENSG00000129990	-0.871546525	1.82e-34	AC	Ast	SYT5	synaptotagmin 5	19	55171196	55180289
ENSG00000129990	-0.867985847	1.1e-14	CN	Ast	SYT5	synaptotagmin 5	19	55171196	55180289
ENSG00000130203	-0.992866771	4.94e-10	AC	OD	APOE	apolipoprotein E	19	44905791	44909393
ENSG00000130203	-0.966823785	0.000134552	AC	MG	APOE	apolipoprotein E	19	44905791	44909393
ENSG00000130203	-0.86351223	1.65e-117	CN	In	APOE	apolipoprotein E	19	44905791	44909393
ENSG00000130208	2.293766256	6.23e-13	AC	MG	APOC1	apolipoprotein C1	19	44914247	44919349
ENSG00000130208	2.205157058	5.1e-195	CN	In	APOC1	apolipoprotein C1	19	44914247	44919349
ENSG00000130208	2.167319005	1.9e-07	CN	MG	APOC1	apolipoprotein C1	19	44914247	44919349
ENSG00000130222	-1.388635596	6.53e-40	AC	Ex	GADD45G	growth arrest and DNA damage inducible gamma	9	89605012	89606555
ENSG00000130294	0.701347936	8.57e-96	AC	Ex	KIF1A	kinesin family member 1A	2	240713761	240821036
ENSG00000130294	1.098869239	2.59e-08	AC	In	KIF1A	kinesin family member 1A	2	240713761	240821036
ENSG00000130294	0.717041142	2.82e-13	CN	OD	KIF1A	kinesin family member 1A	2	240713761	240821036
ENSG00000130294	0.919851371	9.42e-88	CN	Ast	KIF1A	kinesin family member 1A	2	240713761	240821036
ENSG00000130294	1.008093889	0.001979972	CB	OD	KIF1A	kinesin family member 1A	2	240713761	240821036
ENSG00000130332	-0.721209008	8.35e-18	AC	Ast	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	19	2321520	2328611
ENSG00000130477	1.435797247	2.38e-248	AC	Ex	UNC13A	unc-13 homolog A	19	17601328	17688365
ENSG00000130770	-0.939548097	8.78e-43	AC	Ast	ATP5IF1	ATP synthase inhibitory factor subunit 1	1	28236109	28246906
ENSG00000130775	-1.480947865	0.000365825	AC	MG	THEMIS2	thymocyte selection associated family member 2	1	27872543	27886685
ENSG00000130956	0.903138458	7.45e-113	CN	Ast	HABP4	hyaluronan binding protein 4	9	96450169	96491336
ENSG00000131095	0.72141452	4.98e-42	AC	OD	GFAP	glial fibrillary acidic protein	17	44903159	44916937
ENSG00000131095	1.575460203	1.99e-155	CN	In	GFAP	glial fibrillary acidic protein	17	44903159	44916937
ENSG00000131095	1.031880003	8.68e-10	CB	Ast	GFAP	glial fibrillary acidic protein	17	44903159	44916937
ENSG00000131242	0.89989707	1.47e-75	CN	Ast	RAB11FIP4	RAB11 family interacting protein 4	17	31391675	31538211
ENSG00000131446	1.572326454	0.000878188	CN	MG	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	5	180784782	180815652
ENSG00000131584	2.148082207	0	AC	Ex	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	1.784201629	2.34e-18	AC	In	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	1.701619224	1.17e-135	AC	Ast	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	1.871087703	2.92e-26	AC	OD	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	2.219703725	1.49e-13	AC	OPC	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	1.411831389	1.51e-27	CN	OD	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	2.417992021	0	CN	Ast	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	2.123254506	1.76e-11	CN	OPC	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	1.851136176	5.13e-34	CB	In	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131584	1.567107514	1.13e-10	CB	OD	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292390	1309609
ENSG00000131711	-1.038823853	0.017515311	AC	MG	MAP1B	microtubule associated protein 1B	5	72107234	72209565
ENSG00000131748	0.930897798	7.86e-05	CB	Ast	STARD3	StAR related lipid transfer domain containing 3	17	39637090	39664201
ENSG00000131771	-0.732597358	3.43e-52	CN	Ast	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	17	39626740	39636626
ENSG00000131771	0.980529935	4.39e-12	CB	Ast	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	17	39626740	39636626
ENSG00000131773	0.822842146	3.86e-66	AC	Ex	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3	8	135457456	135656722
ENSG00000131966	0.827523222	6.83e-10	CN	OD	ACTR10	actin related protein 10	14	58200080	58235636
ENSG00000132024	1.063699781	1.93e-148	AC	Ex	CC2D1A	coiled-coil and C2 domain containing 1A	19	13906201	13930879
ENSG00000132024	0.984464827	5.49e-56	AC	Ast	CC2D1A	coiled-coil and C2 domain containing 1A	19	13906201	13930879
ENSG00000132294	-0.799774308	6.36e-39	AC	Ex	EFR3A	EFR3 homolog A	8	131904093	132013642
ENSG00000132300	1.036743457	1.93e-131	AC	Ex	PTCD3	pentatricopeptide repeat domain 3	2	86106223	86142157
ENSG00000132300	1.007127121	3.67e-14	CN	OD	PTCD3	pentatricopeptide repeat domain 3	2	86106223	86142157
ENSG00000132300	1.083155054	4.2e-171	CN	Ast	PTCD3	pentatricopeptide repeat domain 3	2	86106223	86142157
ENSG00000132329	0.699280947	0.007674177	AC	OPC	RAMP1	receptor activity modifying protein 1	2	237858893	237912106
ENSG00000132329	1.305481609	1.27e-07	CN	OPC	RAMP1	receptor activity modifying protein 1	2	237858893	237912106
ENSG00000132424	0.707833212	1.55e-38	CN	Neu	PNISR	PNN interacting serine and arginine rich protein	6	99398050	99425331
ENSG00000132424	0.763567438	6.29e-05	CB	OD	PNISR	PNN interacting serine and arginine rich protein	6	99398050	99425331
ENSG00000132466	0.763800997	1.34e-51	CN	Ast	ANKRD17	ankyrin repeat domain 17	4	73073376	73258798
ENSG00000132530	-1.739936665	4.81e-07	AC	MG	XAF1	XIAP associated factor 1	17	6755447	6775647
ENSG00000132530	-1.675145973	0.003204851	CN	MG	XAF1	XIAP associated factor 1	17	6755447	6775647
ENSG00000132563	-0.769111969	4.87e-41	AC	Ex	REEP2	receptor accessory protein 2	5	138439057	138446969
ENSG00000132563	-0.90936261	2.67e-08	CB	In	REEP2	receptor accessory protein 2	5	138439057	138446969
ENSG00000132613	1.832706389	3.24e-32	AC	OD	MTSS2	MTSS I-BAR domain containing 2	16	70661204	70686053
ENSG00000132613	2.013792747	3.2e-94	CN	In	MTSS2	MTSS I-BAR domain containing 2	16	70661204	70686053
ENSG00000132613	1.76600489	4.74e-22	CB	Ast	MTSS2	MTSS I-BAR domain containing 2	16	70661204	70686053
ENSG00000132639	-1.074895471	0.000613064	AC	MG	SNAP25	synaptosome associated protein 25	20	10218830	10307418
ENSG00000132640	0.735996582	8.5e-36	AC	Ex	BTBD3	BTB domain containing 3	20	11890723	11926609
ENSG00000132681	-2.510960869	3.57e-40	AC	OD	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	1	160151570	160186977
ENSG00000132681	-2.607438804	6.97e-36	CN	In	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	1	160151570	160186977
ENSG00000132681	-3.176391635	2.29e-12	CB	Ast	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	1	160151570	160186977
ENSG00000132718	0.88910666	1.61e-114	AC	Ex	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132718	1.115362799	4.38e-07	AC	In	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132718	0.871835276	1.83e-90	AC	Ast	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132718	1.144952783	4.88e-52	CN	Neu	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132718	0.927740549	8.55e-19	CN	OD	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132718	1.047351502	2.77e-118	CN	Ast	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132718	0.88055381	8.4e-31	CN	In	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132718	1.774967998	2.78e-12	CN	OPC	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132718	1.094807598	0.000990911	CB	OD	SYT11	synaptotagmin 11	1	155859567	155885199
ENSG00000132849	0.969265816	6.18e-13	CB	In	PATJ	PATJ crumbs cell polarity complex component	1	61742406	62178675
ENSG00000132854	-2.053406436	4.15e-34	CN	Ast	KANK4	KN motif and ankyrin repeat domains 4	1	62236165	62319434
ENSG00000132872	-0.74264824	3.75e-56	AC	Ex	SYT4	synaptotagmin 4	18	43267892	43277535
ENSG00000132932	0.698164942	1.86e-52	AC	Ex	ATP8A2	ATPase phospholipid transporting 8A2	13	25371974	26025851
ENSG00000132932	0.910719132	2.98e-46	AC	Ast	ATP8A2	ATPase phospholipid transporting 8A2	13	25371974	26025851
ENSG00000132932	1.189143329	2.18e-24	CN	OD	ATP8A2	ATPase phospholipid transporting 8A2	13	25371974	26025851
ENSG00000132963	0.998597731	2.3e-10	AC	OD	POMP	proteasome maturation protein	13	28659104	28678959
ENSG00000133083	0.746966119	4.63e-82	AC	Ex	DCLK1	doublecortin like kinase 1	13	35768652	36131306
ENSG00000133083	1.031419837	1.43e-76	AC	Ast	DCLK1	doublecortin like kinase 1	13	35768652	36131306
ENSG00000133083	0.862780173	2.08e-12	CN	OD	DCLK1	doublecortin like kinase 1	13	35768652	36131306
ENSG00000133083	1.344233436	8.97e-246	CN	Ast	DCLK1	doublecortin like kinase 1	13	35768652	36131306
ENSG00000133083	0.837672305	8.2e-11	CB	In	DCLK1	doublecortin like kinase 1	13	35768652	36131306
ENSG00000133114	0.922280015	7.34e-120	AC	Ex	GPALPP1	GPALPP motifs containing 1	13	44989529	45037669
ENSG00000133114	0.895008779	6.22e-15	CN	OD	GPALPP1	GPALPP motifs containing 1	13	44989529	45037669
ENSG00000133114	1.164665675	2.05e-229	CN	Ast	GPALPP1	GPALPP motifs containing 1	13	44989529	45037669
ENSG00000133169	1.459210859	9.22e-05	CN	OPC	BEX1	brain expressed X-linked 1	X	103062651	103064171
ENSG00000133302	0.711610561	1.36e-65	AC	Ex	SLF1	SMC5-SMC6 complex localization factor 1	5	94618669	94739436
ENSG00000133401	0.938440172	2.21e-103	AC	Ex	PDZD2	PDZ domain containing 2	5	31639131	32110932
ENSG00000133401	1.379182722	2.41e-06	AC	OPC	PDZD2	PDZ domain containing 2	5	31639131	32110932
ENSG00000133401	1.085272859	2.36e-184	CN	Ast	PDZD2	PDZ domain containing 2	5	31639131	32110932
ENSG00000133612	0.698419079	5.51e-47	AC	Ex	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	7	151085831	151144436
ENSG00000133687	1.403555267	5.56e-33	CN	OD	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1	12	29500840	29784759
ENSG00000133687	1.43167898	0	CN	Ast	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1	12	29500840	29784759
ENSG00000133812	0.975052773	2.64e-140	CN	Ast	SBF2	SET binding factor 2	11	9778667	10294207
ENSG00000134030	0.878887141	7.36e-51	AC	Ex	CTIF	cap binding complex dependent translation initiation factor	18	48539031	48863217
ENSG00000134138	-0.778240655	0.026795373	AC	OD	MEIS2	Meis homeobox 2	15	36889204	37101299
ENSG00000134138	-0.990249332	2.57e-62	CN	Ast	MEIS2	Meis homeobox 2	15	36889204	37101299
ENSG00000134138	-0.74390077	0.0007518	CN	In	MEIS2	Meis homeobox 2	15	36889204	37101299
ENSG00000134146	2.073130405	0	CN	Ast	DPH6	diphthamine biosynthesis 6	15	35217345	35546193
ENSG00000134186	-0.983377189	0.045278777	AC	OD	PRPF38B	pre-mRNA processing factor 38B	1	108692310	108702928
ENSG00000134243	0.799952283	7.92e-54	AC	Ex	SORT1	sortilin 1	1	109309568	109397918
ENSG00000134294	0.7585558	8.35e-05	AC	In	SLC38A2	solute carrier family 38 member 2	12	46358188	46372773
ENSG00000134313	1.545387364	9.34e-124	CN	Neu	KIDINS220	kinase D interacting substrate 220	2	8721081	8837630
ENSG00000134313	0.903122649	7.9e-22	CN	OD	KIDINS220	kinase D interacting substrate 220	2	8721081	8837630
ENSG00000134313	0.866558875	6.31e-109	CN	Ast	KIDINS220	kinase D interacting substrate 220	2	8721081	8837630
ENSG00000134313	1.035698878	9.44e-51	CN	In	KIDINS220	kinase D interacting substrate 220	2	8721081	8837630
ENSG00000134313	0.836492641	7.98e-05	CN	OPC	KIDINS220	kinase D interacting substrate 220	2	8721081	8837630
ENSG00000134313	0.844771723	2.8e-186	CB	Neu	KIDINS220	kinase D interacting substrate 220	2	8721081	8837630
ENSG00000134313	0.766462775	0.000188571	CB	Ast	KIDINS220	kinase D interacting substrate 220	2	8721081	8837630
ENSG00000134313	1.076001176	0.000661446	CB	OD	KIDINS220	kinase D interacting substrate 220	2	8721081	8837630
ENSG00000134318	0.710804641	1e-65	AC	Ex	ROCK2	Rho associated coiled-coil containing protein kinase 2	2	11179759	11348330
ENSG00000134318	0.77844184	2.95e-39	AC	Ast	ROCK2	Rho associated coiled-coil containing protein kinase 2	2	11179759	11348330
ENSG00000134318	1.040074106	1.96e-146	CN	Ast	ROCK2	Rho associated coiled-coil containing protein kinase 2	2	11179759	11348330
ENSG00000134324	0.708959259	1.71e-08	AC	OD	LPIN1	lipin 1	2	11677595	11827409
ENSG00000134324	1.109516205	1.89e-22	CN	OD	LPIN1	lipin 1	2	11677595	11827409
ENSG00000134324	1.109550001	1.1e-157	CN	Ast	LPIN1	lipin 1	2	11677595	11827409
ENSG00000134324	1.08565972	6.48e-60	CN	In	LPIN1	lipin 1	2	11677595	11827409
ENSG00000134324	1.582633523	2.22e-07	CN	OPC	LPIN1	lipin 1	2	11677595	11827409
ENSG00000134330	0.801159603	5.55e-102	CN	Ast	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative)	2	9473658	9496543
ENSG00000134369	0.993641925	1.39e-132	AC	Ex	NAV1	neuron navigator 1	1	201622885	201826969
ENSG00000134369	1.810241185	2.44e-11	AC	OPC	NAV1	neuron navigator 1	1	201622885	201826969
ENSG00000134369	2.018544478	2.2e-12	CN	OPC	NAV1	neuron navigator 1	1	201622885	201826969
ENSG00000134369	1.566982967	6.6e-23	CB	In	NAV1	neuron navigator 1	1	201622885	201826969
ENSG00000134369	1.697271385	9.13e-13	CB	Ast	NAV1	neuron navigator 1	1	201622885	201826969
ENSG00000134532	-0.708291818	5.22e-17	AC	Ex	SOX5	SRY-box transcription factor 5	12	23529504	24562544
ENSG00000134686	-0.949788559	1.03e-40	AC	Ex	PHC2	polyhomeotic homolog 2	1	33323623	33431052
ENSG00000134686	-0.767491308	0.000377254	CN	Ast	PHC2	polyhomeotic homolog 2	1	33323623	33431052
ENSG00000134759	0.960622182	2.24e-19	CN	OD	ELP2	elongator acetyltransferase complex subunit 2	18	36129444	36180557
ENSG00000134759	0.871361426	1.46e-108	CN	Ast	ELP2	elongator acetyltransferase complex subunit 2	18	36129444	36180557
ENSG00000134759	0.741863451	1.2e-10	CB	In	ELP2	elongator acetyltransferase complex subunit 2	18	36129444	36180557
ENSG00000134769	0.893690912	5.57e-80	AC	Ex	DTNA	dystrobrevin alpha	18	34493290	34891844
ENSG00000134769	0.808279686	1.64e-24	CN	Ast	DTNA	dystrobrevin alpha	18	34493290	34891844
ENSG00000134769	0.902293886	4.96e-19	CB	Ast	DTNA	dystrobrevin alpha	18	34493290	34891844
ENSG00000134824	-0.828554558	0.000497507	CN	In	FADS2	fatty acid desaturase 2	11	61792980	61867354
ENSG00000134851	1.037428583	5.05e-15	AC	In	TMEM165	transmembrane protein 165	4	55395957	55453397
ENSG00000134851	0.728372303	1.03e-39	CN	Neu	TMEM165	transmembrane protein 165	4	55395957	55453397
ENSG00000134852	0.869329921	4.58e-107	AC	Ex	CLOCK	clock circadian regulator	4	55427903	55546909
ENSG00000134852	1.237747185	1.21e-25	CN	OD	CLOCK	clock circadian regulator	4	55427903	55546909
ENSG00000134852	1.049744125	3.6e-190	CN	Ast	CLOCK	clock circadian regulator	4	55427903	55546909
ENSG00000135047	-1.973077699	1.18e-10	AC	MG	CTSL	cathepsin L	9	87726109	87731469
ENSG00000135047	-2.316262997	8.22e-15	CN	MG	CTSL	cathepsin L	9	87726109	87731469
ENSG00000135069	-0.770993407	0.000113914	CN	In	PSAT1	phosphoserine aminotransferase 1	9	78297125	78330093
ENSG00000135090	-1.196981602	0.015471943	AC	OPC	TAOK3	TAO kinase 3	12	118149801	118372907
ENSG00000135315	-0.775984067	2.2e-22	AC	Ex	CEP162	centrosomal protein 162	6	84124241	84227643
ENSG00000135404	-1.241664181	4.44e-05	CN	MG	CD63	CD63 molecule	12	55725323	55729707
ENSG00000135426	0.766277064	1.68e-71	AC	Ex	TESPA1	thymocyte expressed, positive selection associated 1	12	54948015	54984762
ENSG00000135437	-0.954353965	1.51e-39	AC	Ex	RDH5	retinol dehydrogenase 5	12	55720367	55724705
ENSG00000135437	-1.382318979	2.29e-22	CN	Ast	RDH5	retinol dehydrogenase 5	12	55720367	55724705
ENSG00000135437	-1.779984706	0.011466692	CB	OD	RDH5	retinol dehydrogenase 5	12	55720367	55724705
ENSG00000135472	-0.706664191	1.44e-73	AC	Ex	FAIM2	Fas apoptotic inhibitory molecule 2	12	49866896	49904217
ENSG00000135472	-0.828615556	8.61e-05	CN	In	FAIM2	Fas apoptotic inhibitory molecule 2	12	49866896	49904217
ENSG00000135525	1.162004347	1.39e-162	AC	Ex	MAP7	microtubule associated protein 7	6	136342281	136550819
ENSG00000135525	1.0338579	3.5e-12	AC	In	MAP7	microtubule associated protein 7	6	136342281	136550819
ENSG00000135525	0.91701781	4.68e-65	AC	Ast	MAP7	microtubule associated protein 7	6	136342281	136550819
ENSG00000135525	0.809335513	3.21e-09	CN	OD	MAP7	microtubule associated protein 7	6	136342281	136550819
ENSG00000135541	0.907687293	1.63e-145	AC	Ex	AHI1	Abelson helper integration site 1	6	135283532	135497765
ENSG00000135541	0.860733358	1.45e-21	CN	OD	AHI1	Abelson helper integration site 1	6	135283532	135497765
ENSG00000135541	1.326238606	2.22e-52	CB	In	AHI1	Abelson helper integration site 1	6	135283532	135497765
ENSG00000135709	0.907427922	2.45e-86	AC	Ex	KIAA0513	KIAA0513	16	85027751	85094230
ENSG00000135744	-0.9111114	1.18e-23	CN	In	AGT	angiotensinogen	1	230702523	230714122
ENSG00000135744	1.605153278	0	CB	Neu	AGT	angiotensinogen	1	230702523	230714122
ENSG00000135916	0.85548688	0.000253156	AC	OPC	ITM2C	integral membrane protein 2C	2	230864639	230879248
ENSG00000135916	0.815689453	2.41e-50	CN	In	ITM2C	integral membrane protein 2C	2	230864639	230879248
ENSG00000135919	0.940460904	6.32e-74	AC	Ex	SERPINE2	serpin family E member 2	2	223975045	224039318
ENSG00000135919	0.791435173	1.7e-09	AC	OD	SERPINE2	serpin family E member 2	2	223975045	224039318
ENSG00000135919	0.799766539	2.18e-39	CN	In	SERPINE2	serpin family E member 2	2	223975045	224039318
ENSG00000135919	1.172725712	2.26e-07	CN	OPC	SERPINE2	serpin family E member 2	2	223975045	224039318
