gene	p_val	avg_logFC	pct.H	pct.O	p_val_adj	cell_type	hgnc_symbol	chromosome_name	start_position	end_position	entrezgene_description	tissue	cell
ENSG00000120784	3.92e-28	-0.821304028	0.024	0.111	4.32e-24	Ex	ZFP30	19	37613749	37692337	ZFP30 zinc finger protein	AC	AC Ex
ENSG00000120798	1.01e-12	0.757032603	0.134	0.04	9.47e-09	In	NR2C1	12	95020229	95073628	nuclear receptor subfamily 2 group C member 1	CB	CB In
ENSG00000120885	4.76e-23	0.820278279	0.12	0.045	5.01e-19	Neu	CLU	8	27596917	27614700	clusterin	CN	CN Neu
ENSG00000120885	6.91e-25	0.813174515	0.781	0.431	6.47e-21	Ast	CLU	8	27596917	27614700	clusterin	CB	CB Ast
ENSG00000121064	5.64e-129	0.924800096	0.167	0.017	6.21e-125	Ex	SCPEP1	17	56978105	57006768	serine carboxypeptidase 1	AC	AC Ex
ENSG00000121310	3.16e-13	0.914147351	0.101	0.024	3.48e-09	OD	ECHDC2	1	52895910	52927212	enoyl-CoA hydratase domain containing 2	AC	AC OD
ENSG00000121310	1.33e-37	0.752381558	0.147	0.039	1.4e-33	In	ECHDC2	1	52895910	52927212	enoyl-CoA hydratase domain containing 2	CN	CN In
ENSG00000121310	1.87e-14	1.405385084	0.128	0.01	1.75e-10	Ast	ECHDC2	1	52895910	52927212	enoyl-CoA hydratase domain containing 2	CB	CB Ast
ENSG00000121653	1.05e-15	1.359890042	0.118	0.013	1.16e-11	In	MAPK8IP1	11	45885651	45906465	mitogen-activated protein kinase 8 interacting protein 1	AC	AC In
ENSG00000121653	8.55e-09	0.98993246	0.156	0.035	8.02e-05	OD	MAPK8IP1	11	45885651	45906465	mitogen-activated protein kinase 8 interacting protein 1	CB	CB OD
ENSG00000121933	1.99e-06	0.965432307	0.189	0.052	0.021941875	MG	TMIGD3	1	111483348	111563962	transmembrane and immunoglobulin domain containing 3	AC	AC MG
ENSG00000122012	0	1.842462758	0.316	0.007	0	Ast	SV2C	5	76083383	76353939	synaptic vesicle glycoprotein 2C	CN	CN Ast
ENSG00000122406	4.9e-05	0.737571802	0.109	0.033	0.539306762	OPC	RPL5	1	92832013	92841924	ribosomal protein L5	AC	AC OPC
ENSG00000122417	8.67e-79	0.768257945	0.198	0.051	9.55e-75	Ex	ODF2L	1	86346824	86396342	outer dense fiber of sperm tails 2 like	AC	AC Ex
ENSG00000122417	6.3e-109	0.874582019	0.221	0.04	6.63e-105	Ast	ODF2L	1	86346824	86396342	outer dense fiber of sperm tails 2 like	CN	CN Ast
ENSG00000122417	1.98e-15	0.991437797	0.11	0.019	1.86e-11	In	ODF2L	1	86346824	86396342	outer dense fiber of sperm tails 2 like	CB	CB In
ENSG00000122574	1.39e-137	1.057714931	0.116	0.001	1.53e-133	Ex	WIPF3	7	29806486	29917066	WAS/WASL interacting protein family member 3	AC	AC Ex
ENSG00000122574	2.15e-295	1.220088862	0.159	0.004	2.26e-291	Ast	WIPF3	7	29806486	29917066	WAS/WASL interacting protein family member 3	CN	CN Ast
ENSG00000122585	1.41e-06	-1.977392849	0.04	0.133	0.014823833	OD	NPY	7	24284188	24291862	neuropeptide Y	CN	CN OD
ENSG00000123095	4.52e-12	2.081992874	0.192	0.008	4.97e-08	MG	BHLHE41	12	26120030	26125037	basic helix-loop-helix family member e41	AC	AC MG
ENSG00000123095	4.46e-10	2.317924984	0.13	0	4.7e-06	MG	BHLHE41	12	26120030	26125037	basic helix-loop-helix family member e41	CN	CN MG
ENSG00000123104	2.18e-15	-1.020674521	0.097	0.204	2.4e-11	OD	ITPR2	12	26335352	26833194	inositol 1,4,5-trisphosphate receptor type 2	AC	AC OD
ENSG00000123104	1.04e-07	-0.733126155	0.095	0.142	0.001097184	In	ITPR2	12	26335352	26833194	inositol 1,4,5-trisphosphate receptor type 2	CN	CN In
ENSG00000123349	2.7e-21	1.104333247	0.169	0.043	2.97e-17	OD	PFDN5	12	53295291	53299450	prefoldin subunit 5	AC	AC OD
ENSG00000123358	1.87e-64	-1.320520699	0.032	0.207	2.05e-60	Ex	NR4A1	12	52022832	52059507	nuclear receptor subfamily 4 group A member 1	AC	AC Ex
ENSG00000123358	6.04e-61	1.903512334	0.12	0.011	6.35e-57	In	NR4A1	12	52022832	52059507	nuclear receptor subfamily 4 group A member 1	CN	CN In
ENSG00000123360	9.09e-223	1.187281065	0.454	0.085	9.56e-219	Ast	PDE1B	12	54549601	54579239	phosphodiesterase 1B	CN	CN Ast
ENSG00000123384	0.073384312	-1.044526066	0.145	0.196	1	OPC	LRP1	12	57128483	57213361	LDL receptor related protein 1	CN	CN OPC
ENSG00000123416	0.016911757	-0.742484433	0.108	0.177	1	MG	TUBA1B	12	49127782	49131397	tubulin alpha 1b	CN	CN MG
ENSG00000123560	6.73e-135	-0.727986125	0.752	0.891	7.08e-131	Neu	PLP1	X	103773718	103792619	proteolipid protein 1	CN	CN Neu
ENSG00000123562	1.27e-211	0.916051424	0.113	0.033	1.19e-207	Neu	MORF4L2	X	103675496	103688158	mortality factor 4 like 2	CB	CB Neu
ENSG00000123612	1.25e-170	1.282132726	0.141	0.001	1.37e-166	Ex	ACVR1C	2	157526767	157628864	activin A receptor type 1C	AC	AC Ex
ENSG00000123612	5.24e-228	1.113329826	0.117	0.002	5.51e-224	Ast	ACVR1C	2	157526767	157628864	activin A receptor type 1C	CN	CN Ast
ENSG00000123836	5.38e-29	0.814548741	0.135	0.043	5.66e-25	In	PFKFB2	1	207034366	207081024	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	CN	CN In
ENSG00000123908	2.55e-27	1.230826948	0.119	0.001	2.68e-23	OD	AGO2	8	140520156	140635633	argonaute RISC catalytic component 2	CN	CN OD
ENSG00000123908	0	1.354009288	0.164	0.001	0	Ast	AGO2	8	140520156	140635633	argonaute RISC catalytic component 2	CN	CN Ast
ENSG00000123908	3.89e-23	1.469161159	0.103	0	3.65e-19	In	AGO2	8	140520156	140635633	argonaute RISC catalytic component 2	CB	CB In
ENSG00000123908	1.21e-14	1.599438471	0.102	0	1.13e-10	OD	AGO2	8	140520156	140635633	argonaute RISC catalytic component 2	CB	CB OD
ENSG00000123933	2.79e-12	0.849195499	0.105	0.029	3.08e-08	OD	MXD4	4	2247432	2262109	MAX dimerization protein 4	AC	AC OD
ENSG00000123933	9.41e-14	0.801951213	0.116	0.019	9.91e-10	OD	MXD4	4	2247432	2262109	MAX dimerization protein 4	CN	CN OD
ENSG00000123933	1.29e-16	0.983814784	0.133	0.028	1.21e-12	In	MXD4	4	2247432	2262109	MAX dimerization protein 4	CB	CB In
ENSG00000123983	4.22e-40	0.697050071	0.173	0.068	4.64e-36	Ast	ACSL3	2	222860942	222944639	acyl-CoA synthetase long chain family member 3	AC	AC Ast
ENSG00000123983	4e-77	0.749815103	0.152	0.027	4.21e-73	Ast	ACSL3	2	222860942	222944639	acyl-CoA synthetase long chain family member 3	CN	CN Ast
ENSG00000123983	4.08e-11	0.711409211	0.136	0.048	3.83e-07	In	ACSL3	2	222860942	222944639	acyl-CoA synthetase long chain family member 3	CB	CB In
ENSG00000124006	8.53e-32	1.163405094	0.226	0.026	8.97e-28	OD	OBSL1	2	219550728	219571859	obscurin like 1	CN	CN OD
ENSG00000124126	0.000146563	-0.784243212	0.079	0.121	1	OD	PREX1	20	48624252	48827999	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	AC	AC OD
ENSG00000124126	0.005952331	-1.044271072	0.088	0.146	1	Ast	PREX1	20	48624252	48827999	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	CB	CB Ast
ENSG00000124222	0.05313962	-0.781754793	0.142	0.179	1	Ast	STX16	20	58651253	58679526	syntaxin 16	CB	CB Ast
ENSG00000124222	0.000836257	-1.054601227	0.081	0.178	1	OD	STX16	20	58651253	58679526	syntaxin 16	CB	CB OD
ENSG00000124225	6.38e-30	-0.758884631	0.026	0.12	7.02e-26	Ex	PMEPA1	20	57648392	57711536	prostate transmembrane protein, androgen induced 1	AC	AC Ex
ENSG00000124225	5.38e-11	-0.699383481	0.147	0.227	5.66e-07	Ast	PMEPA1	20	57648392	57711536	prostate transmembrane protein, androgen induced 1	CN	CN Ast
ENSG00000124313	1.83e-175	1.177096238	0.147	0.002	2.02e-171	Ex	IQSEC2	X	53225828	53321350	IQ motif and Sec7 domain 2	AC	AC Ex
ENSG00000124406	7.49e-146	1.001244492	0.24	0.038	8.25e-142	Ex	ATP8A1	4	42408373	42657105	ATPase phospholipid transporting 8A1	AC	AC Ex
ENSG00000124406	2.35e-24	1.809054912	0.165	0.013	2.59e-20	In	ATP8A1	4	42408373	42657105	ATPase phospholipid transporting 8A1	AC	AC In
ENSG00000124406	3e-54	0.983494936	0.121	0.025	3.3e-50	Ast	ATP8A1	4	42408373	42657105	ATPase phospholipid transporting 8A1	AC	AC Ast
ENSG00000124406	1.83e-133	1.557362901	0.191	0.019	1.93e-129	Neu	ATP8A1	4	42408373	42657105	ATPase phospholipid transporting 8A1	CN	CN Neu
ENSG00000124406	1.88e-44	1.459304073	0.294	0.03	1.98e-40	OD	ATP8A1	4	42408373	42657105	ATPase phospholipid transporting 8A1	CN	CN OD
ENSG00000124406	6.53e-278	1.453455295	0.309	0.031	6.87e-274	Ast	ATP8A1	4	42408373	42657105	ATPase phospholipid transporting 8A1	CN	CN Ast
ENSG00000124406	2.92e-09	1.038904002	0.167	0.039	2.74e-05	OD	ATP8A1	4	42408373	42657105	ATPase phospholipid transporting 8A1	CB	CB OD
ENSG00000124422	0.01702033	-0.693548534	0.079	0.123	1	In	USP22	17	20999596	21043760	ubiquitin specific peptidase 22	AC	AC In
ENSG00000124507	4.18e-70	-1.046050108	0.1	0.311	4.6e-66	Ex	PACSIN1	6	34466061	34535229	protein kinase C and casein kinase substrate in neurons 1	AC	AC Ex
ENSG00000124507	8.21e-43	-0.870205562	0.062	0.176	9.04e-39	Ast	PACSIN1	6	34466061	34535229	protein kinase C and casein kinase substrate in neurons 1	AC	AC Ast
ENSG00000124507	6.21e-06	-1.005159437	0.073	0.169	0.065391531	OD	PACSIN1	6	34466061	34535229	protein kinase C and casein kinase substrate in neurons 1	CN	CN OD
ENSG00000124507	3.88e-13	-0.912974324	0.062	0.146	4.09e-09	Ast	PACSIN1	6	34466061	34535229	protein kinase C and casein kinase substrate in neurons 1	CN	CN Ast
ENSG00000124507	1.09e-23	-1.298854885	0.045	0.188	1.02e-19	In	PACSIN1	6	34466061	34535229	protein kinase C and casein kinase substrate in neurons 1	CB	CB In
ENSG00000124588	9.32e-51	0.718208132	0.162	0.051	1.03e-46	Ex	NQO2	6	2987987	3028869	N-ribosyldihydronicotinamide:quinone reductase 2	AC	AC Ex
ENSG00000124588	3.92e-12	0.697999953	0.128	0.028	4.13e-08	OD	NQO2	6	2987987	3028869	N-ribosyldihydronicotinamide:quinone reductase 2	CN	CN OD
ENSG00000124588	1.22e-13	0.954265117	0.123	0.031	1.14e-09	In	NQO2	6	2987987	3028869	N-ribosyldihydronicotinamide:quinone reductase 2	CB	CB In
ENSG00000124766	3.36e-12	1.691018592	0.155	0.009	3.54e-08	OPC	SOX4	6	21593751	21598619	SRY-box transcription factor 4	CN	CN OPC
ENSG00000124783	8.57e-75	0.826553956	0.175	0.042	9.44e-71	Ex	SSR1	6	7268306	7347446	signal sequence receptor subunit 1	AC	AC Ex
ENSG00000124783	4.14e-43	0.807302198	0.124	0.035	4.56e-39	Ast	SSR1	6	7268306	7347446	signal sequence receptor subunit 1	AC	AC Ast
ENSG00000124783	1.82e-83	0.827114268	0.171	0.032	1.92e-79	Ast	SSR1	6	7268306	7347446	signal sequence receptor subunit 1	CN	CN Ast
ENSG00000124783	1.12e-12	0.75821769	0.115	0.029	1.05e-08	In	SSR1	6	7268306	7347446	signal sequence receptor subunit 1	CB	CB In
ENSG00000124788	4.01e-45	0.757935263	0.118	0.029	4.42e-41	Ast	ATXN1	6	16299112	16761491	ataxin 1	AC	AC Ast
ENSG00000124788	5.19e-183	1.017235954	0.24	0.028	5.46e-179	Ast	ATXN1	6	16299112	16761491	ataxin 1	CN	CN Ast
ENSG00000124942	2.31e-21	1.181599905	0.159	0.037	2.54e-17	OD	AHNAK	11	62433542	62556235	AHNAK nucleoprotein	AC	AC OD
ENSG00000125089	3.6e-12	-1.613527644	0.049	0.242	3.97e-08	MG	SH3TC1	4	8182072	8241803	SH3 domain and tetratricopeptide repeats 1	AC	AC MG
ENSG00000125089	1.23e-06	-1.599296385	0.03	0.159	0.012959602	MG	SH3TC1	4	8182072	8241803	SH3 domain and tetratricopeptide repeats 1	CN	CN MG
ENSG00000125482	6.33e-38	-0.922739698	0.084	0.217	6.97e-34	Ex	TTF1	9	132375548	132406851	transcription termination factor 1	AC	AC Ex
ENSG00000125482	7.91e-31	-0.862194023	0.038	0.117	8.71e-27	Ast	TTF1	9	132375548	132406851	transcription termination factor 1	AC	AC Ast
ENSG00000125482	0.0004266	-0.698024424	0.087	0.118	1	Ast	TTF1	9	132375548	132406851	transcription termination factor 1	CN	CN Ast
ENSG00000125510	1.64e-24	-0.735377971	0.042	0.13	1.81e-20	Ex	OPRL1	20	64080082	64100643	opioid related nociceptin receptor 1	AC	AC Ex
ENSG00000125703	8.19e-05	-1.555329184	0.016	0.109	0.767674908	OD	ATG4C	1	62784132	62865516	autophagy related 4C cysteine peptidase	CB	CB OD
ENSG00000125730	1.2e-09	0.811531424	0.445	0.198	1.32e-05	MG	C3	19	6677704	6730562	complement C3	AC	AC MG
ENSG00000125730	1.52e-07	0.969132289	0.316	0.127	0.001600326	MG	C3	19	6677704	6730562	complement C3	CN	CN MG
ENSG00000125827	8.12e-10	0.728126869	0.138	0.04	8.55e-06	OD	TMX4	20	7977346	8019805	thioredoxin related transmembrane protein 4	CN	CN OD
ENSG00000125844	0.000225709	-0.971203829	0.037	0.115	1	MG	RRBP1	20	17613678	17682295	ribosome binding protein 1	AC	AC MG
ENSG00000125971	3.09e-19	0.952777879	0.158	0.041	3.4e-15	OD	DYNLRB1	20	34516409	34540958	dynein light chain roadblock-type 1	AC	AC OD
ENSG00000125971	0.001232774	-0.825665712	0.07	0.163	1	OD	DYNLRB1	20	34516409	34540958	dynein light chain roadblock-type 1	CB	CB OD
ENSG00000126070	5.38e-183	1.229789886	0.185	0.01	5.92e-179	Ex	AGO3	1	35930718	36072500	argonaute RISC catalytic component 3	AC	AC Ex
ENSG00000126070	1e-69	1.090987102	0.118	0.014	1.11e-65	Ast	AGO3	1	35930718	36072500	argonaute RISC catalytic component 3	AC	AC Ast
ENSG00000126070	1.25e-31	1.178072582	0.211	0.021	1.32e-27	OD	AGO3	1	35930718	36072500	argonaute RISC catalytic component 3	CN	CN OD
ENSG00000126070	2.29e-256	1.390690788	0.27	0.025	2.41e-252	Ast	AGO3	1	35930718	36072500	argonaute RISC catalytic component 3	CN	CN Ast
ENSG00000126070	1.67e-16	0.996999005	0.113	0.018	1.57e-12	In	AGO3	1	35930718	36072500	argonaute RISC catalytic component 3	CB	CB In
ENSG00000126264	0.000187394	0.961434767	0.104	0.024	1	MG	HCST	19	35902529	35904377	hematopoietic cell signal transducer	AC	AC MG
ENSG00000126351	2.78e-74	0.818337006	0.16	0.036	3.06e-70	Ex	THRA	17	40058290	40093867	thyroid hormone receptor alpha	AC	AC Ex
ENSG00000126351	8.05e-44	0.733587574	0.117	0.03	8.86e-40	Ast	THRA	17	40058290	40093867	thyroid hormone receptor alpha	AC	AC Ast
ENSG00000126351	8e-24	1.017723739	0.159	0.016	8.42e-20	OD	THRA	17	40058290	40093867	thyroid hormone receptor alpha	CN	CN OD
ENSG00000126351	3.78e-97	0.916897298	0.133	0.017	3.98e-93	Ast	THRA	17	40058290	40093867	thyroid hormone receptor alpha	CN	CN Ast
ENSG00000126457	0.049617262	-0.704712207	0.101	0.134	1	OD	PRMT1	19	49675786	49689029	protein arginine methyltransferase 1	CN	CN OD
ENSG00000126583	5.84e-98	0.805567923	0.13	0.016	6.14e-94	Ast	PRKCG	19	53879190	53907652	protein kinase C gamma	CN	CN Ast
ENSG00000126777	5.9e-11	-0.82509813	0.123	0.215	6.49e-07	OD	KTN1	14	55559072	55701526	kinectin 1	AC	AC OD
ENSG00000126777	6.06e-23	-0.881804189	0.208	0.33	6.38e-19	Ast	KTN1	14	55559072	55701526	kinectin 1	CN	CN Ast
ENSG00000126803	3.6e-21	2.054956879	0.167	0.004	3.37e-17	OD	HSPA2	14	64535905	64546173	heat shock protein family A (Hsp70) member 2	CB	CB OD
ENSG00000127152	7.12e-42	0.766637757	0.11	0.027	7.84e-38	Ast	BCL11B	14	99169287	99272197	BAF chromatin remodeling complex subunit BCL11B	AC	AC Ast
ENSG00000127152	2.53e-161	0.965877554	0.335	0.063	2.66e-157	Ast	BCL11B	14	99169287	99272197	BAF chromatin remodeling complex subunit BCL11B	CN	CN Ast
ENSG00000127328	4.4e-66	0.942003751	0.167	0.04	4.84e-62	Ast	RAB3IP	12	69738681	69823204	RAB3A interacting protein	AC	AC Ast
ENSG00000127328	2.29e-21	1.850195452	0.231	0.012	2.52e-17	OPC	RAB3IP	12	69738681	69823204	RAB3A interacting protein	AC	AC OPC
ENSG00000127328	5.6e-18	0.728417453	0.343	0.121	5.89e-14	OD	RAB3IP	12	69738681	69823204	RAB3A interacting protein	CN	CN OD
ENSG00000127328	1.32e-15	1.841873364	0.182	0.007	1.39e-11	OPC	RAB3IP	12	69738681	69823204	RAB3A interacting protein	CN	CN OPC
ENSG00000127328	3.41e-17	1.01094647	0.142	0.031	3.2e-13	In	RAB3IP	12	69738681	69823204	RAB3A interacting protein	CB	CB In
ENSG00000127483	1.11e-16	1.078064477	0.244	0.068	1.22e-12	In	HP1BP3	1	20742679	20787323	heterochromatin protein 1 binding protein 3	AC	AC In
ENSG00000127483	9.31e-30	0.97250809	0.265	0.077	1.02e-25	OD	HP1BP3	1	20742679	20787323	heterochromatin protein 1 binding protein 3	AC	AC OD
ENSG00000127483	2.77e-11	0.75222753	0.249	0.066	3.06e-07	OPC	HP1BP3	1	20742679	20787323	heterochromatin protein 1 binding protein 3	AC	AC OPC
ENSG00000127483	4.27e-07	1.112138978	0.226	0.071	0.004700105	MG	HP1BP3	1	20742679	20787323	heterochromatin protein 1 binding protein 3	AC	AC MG
ENSG00000127483	2.19e-42	0.937873743	0.155	0.045	2.31e-38	Neu	HP1BP3	1	20742679	20787323	heterochromatin protein 1 binding protein 3	CN	CN Neu
ENSG00000127483	0.000106635	1.020140256	0.16	0.057	1	MG	HP1BP3	1	20742679	20787323	heterochromatin protein 1 binding protein 3	CN	CN MG
ENSG00000127483	0.00010066	0.756301379	0.156	0.065	0.943689865	OD	HP1BP3	1	20742679	20787323	heterochromatin protein 1 binding protein 3	CB	CB OD
ENSG00000127603	4.75e-73	1.217148508	0.153	0.026	4.99e-69	Neu	MACF1	1	39081316	39487177	microtubule actin crosslinking factor 1	CN	CN Neu
ENSG00000127603	2.59e-08	0.811994514	0.209	0.042	0.000272306	OPC	MACF1	1	39081316	39487177	microtubule actin crosslinking factor 1	CN	CN OPC
ENSG00000127663	2.85e-31	-0.79121169	0.083	0.203	3.14e-27	Ex	KDM4B	19	4969113	5153598	lysine demethylase 4B	AC	AC Ex
ENSG00000127922	4.93e-27	1.09170912	0.113	0	5.19e-23	OD	SEM1	7	96481626	96709891	SEM1 26S proteasome complex subunit	CN	CN OD
ENSG00000127922	1.94e-265	1.090553431	0.109	0	2.04e-261	Ast	SEM1	7	96481626	96709891	SEM1 26S proteasome complex subunit	CN	CN Ast
ENSG00000128016	1.62e-08	-1.435425569	0.055	0.202	0.00017842	MG	ZFP36	19	39406847	39409412	ZFP36 ring finger protein	AC	AC MG
ENSG00000128016	4.59e-08	-1.421674761	0.065	0.237	0.000482929	MG	ZFP36	19	39406847	39409412	ZFP36 ring finger protein	CN	CN MG
ENSG00000128482	7.81e-33	-0.774522716	0.082	0.206	8.6e-29	Ex	RNF112	17	19411125	19417276	ring finger protein 112	AC	AC Ex
ENSG00000128585	2.38e-165	1.101700954	0.148	0.004	2.62e-161	Ex	MKLN1	7	131110096	131496632	muskelin 1	AC	AC Ex
ENSG00000128585	2.09e-43	1.775894893	0.195	0.009	2.3e-39	OD	MKLN1	7	131110096	131496632	muskelin 1	AC	AC OD
ENSG00000128585	1.17e-15	2.176043828	0.143	0	1.28e-11	OPC	MKLN1	7	131110096	131496632	muskelin 1	AC	AC OPC
ENSG00000128585	2.77e-31	1.236000982	0.131	0	2.92e-27	OD	MKLN1	7	131110096	131496632	muskelin 1	CN	CN OD
ENSG00000128585	3.3e-300	1.220409707	0.158	0.003	3.47e-296	Ast	MKLN1	7	131110096	131496632	muskelin 1	CN	CN Ast
ENSG00000128585	3.24e-107	1.857973976	0.162	0.004	3.41e-103	In	MKLN1	7	131110096	131496632	muskelin 1	CN	CN In
ENSG00000128585	6.4e-12	1.747915248	0.109	0	6.74e-08	OPC	MKLN1	7	131110096	131496632	muskelin 1	CN	CN OPC
ENSG00000128585	1.56e-23	1.383231621	0.113	0.003	1.46e-19	In	MKLN1	7	131110096	131496632	muskelin 1	CB	CB In
ENSG00000128585	1.92e-21	1.459155271	0.179	0.01	1.8e-17	Ast	MKLN1	7	131110096	131496632	muskelin 1	CB	CB Ast
ENSG00000128609	2.17e-49	0.728431576	0.141	0.041	2.39e-45	Ex	NDUFA5	7	123536997	123557904	NADH:ubiquinone oxidoreductase subunit A5	AC	AC Ex
ENSG00000128656	2.26e-170	0.991364465	0.542	0.143	2.38e-166	Ast	CHN1	2	174799313	175005381	chimerin 1	CN	CN Ast
ENSG00000128699	3.74e-20	0.832147977	0.141	0.016	3.94e-16	OD	ORMDL1	2	189770267	189784364	ORMDL sphingolipid biosynthesis regulator 1	CN	CN OD
ENSG00000128928	4.44e-32	-0.889985801	0.058	0.17	4.89e-28	Ex	IVD	15	40405485	40435947	isovaleryl-CoA dehydrogenase	AC	AC Ex
ENSG00000128989	2.16e-05	-0.913667297	0.03	0.123	0.238019924	MG	ARPP19	15	52547045	52569883	cAMP regulated phosphoprotein 19	AC	AC MG
ENSG00000128989	8.61e-68	-0.718088867	0.697	0.774	9.06e-64	Ast	ARPP19	15	52547045	52569883	cAMP regulated phosphoprotein 19	CN	CN Ast
ENSG00000129116	4.61e-16	0.90537969	0.13	0.033	5.07e-12	OD	PALLD	4	168497052	168928457	palladin, cytoskeletal associated protein	AC	AC OD
ENSG00000129353	9.89e-08	-0.753555281	0.083	0.129	0.001040694	In	SLC44A2	19	10602457	10644557	solute carrier family 44 member 2	CN	CN In
ENSG00000129538	1.87e-109	1.206026885	0.275	0.059	1.97e-105	Neu	RNASE1	14	20801228	20802855	ribonuclease A family member 1, pancreatic	CN	CN Neu
ENSG00000129538	2.64e-06	0.754943749	0.263	0.123	0.02475649	OD	RNASE1	14	20801228	20802855	ribonuclease A family member 1, pancreatic	CB	CB OD
ENSG00000129562	0.00289676	-0.826480164	0.059	0.141	1	OD	DAD1	14	22564907	22589224	defender against cell death 1	CB	CB OD
ENSG00000129625	5.04e-26	1.099996442	0.223	0.037	5.31e-22	OD	REEP5	5	112876385	112922289	receptor accessory protein 5	CN	CN OD
ENSG00000129990	2.1e-63	-0.933591486	0.162	0.364	2.31e-59	Ex	SYT5	19	55171196	55180289	synaptotagmin 5	AC	AC Ex
ENSG00000129990	1.66e-38	-0.871546525	0.05	0.149	1.82e-34	Ast	SYT5	19	55171196	55180289	synaptotagmin 5	AC	AC Ast
ENSG00000129990	1.05e-18	-0.867985847	0.156	0.272	1.1e-14	Ast	SYT5	19	55171196	55180289	synaptotagmin 5	CN	CN Ast
ENSG00000130203	4.48e-14	-0.992866771	0.255	0.353	4.94e-10	OD	APOE	19	44905791	44909393	apolipoprotein E	AC	AC OD
ENSG00000130203	1.22e-08	-0.966823785	0.412	0.567	0.000134552	MG	APOE	19	44905791	44909393	apolipoprotein E	AC	AC MG
ENSG00000130203	1.57e-121	-0.86351223	0.723	0.832	1.65e-117	In	APOE	19	44905791	44909393	apolipoprotein E	CN	CN In
ENSG00000130208	5.65e-17	2.293766256	0.305	0.036	6.23e-13	MG	APOC1	19	44914247	44919349	apolipoprotein C1	AC	AC MG
ENSG00000130208	4.85e-199	2.205157058	0.337	0.023	5.1e-195	In	APOC1	19	44914247	44919349	apolipoprotein C1	CN	CN In
ENSG00000130208	1.81e-11	2.167319005	0.242	0.046	1.9e-07	MG	APOC1	19	44914247	44919349	apolipoprotein C1	CN	CN MG
ENSG00000130222	5.93e-44	-1.388635596	0.02	0.141	6.53e-40	Ex	GADD45G	9	89605012	89606555	growth arrest and DNA damage inducible gamma	AC	AC Ex
ENSG00000130294	7.79e-100	0.701347936	0.293	0.083	8.57e-96	Ex	KIF1A	2	240713761	240821036	kinesin family member 1A	AC	AC Ex
ENSG00000130294	2.35e-12	1.098869239	0.121	0.021	2.59e-08	In	KIF1A	2	240713761	240821036	kinesin family member 1A	AC	AC In
ENSG00000130294	7.02e-06	0.808986735	0.116	0.031	0.077296514	OPC	KIF1A	2	240713761	240821036	kinesin family member 1A	AC	AC OPC
ENSG00000130294	2.68e-17	0.717041142	0.202	0.048	2.82e-13	OD	KIF1A	2	240713761	240821036	kinesin family member 1A	CN	CN OD
ENSG00000130294	8.95e-92	0.919851371	0.142	0.021	9.42e-88	Ast	KIF1A	2	240713761	240821036	kinesin family member 1A	CN	CN Ast
ENSG00000130294	2.11e-07	1.008093889	0.118	0.025	0.001979972	OD	KIF1A	2	240713761	240821036	kinesin family member 1A	CB	CB OD
ENSG00000130309	1.47e-05	1.308375784	0.107	0.016	0.16155053	MG	COLGALT1	19	17555649	17583162	collagen beta(1-O)galactosyltransferase 1	AC	AC MG
ENSG00000130332	7.58e-22	-0.721209008	0.042	0.107	8.35e-18	Ast	LSM7	19	2321520	2328611	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	AC	AC Ast
ENSG00000130477	2.16e-252	1.435797247	0.202	0.001	2.38e-248	Ex	UNC13A	19	17601328	17688365	unc-13 homolog A	AC	AC Ex
ENSG00000130770	7.97e-47	-0.939548097	0.112	0.244	8.78e-43	Ast	ATP5IF1	1	28236109	28246906	ATP synthase inhibitory factor subunit 1	AC	AC Ast
ENSG00000130775	3.32e-08	-1.480947865	0.04	0.175	0.000365825	MG	THEMIS2	1	27872543	27886685	thymocyte selection associated family member 2	AC	AC MG
